org_code	domain	group	genus	species
bbe	Bacteria	Firmicutes_-_Bacilli	Brevibacillus	Brevibacillus_brevis
pjd	Bacteria	Firmicutes_-_Bacilli	Paenibacillus	Paenibacillus_sp._JDR-2
gym	Bacteria	Firmicutes_-_Bacilli	Paenibacillus	Paenibacillus_sp._Y412MC10
ppy	Bacteria	Firmicutes_-_Bacilli	Paenibacillus	Paenibacillus_polymyxa_E681
ppm	Bacteria	Firmicutes_-_Bacilli	Paenibacillus	Paenibacillus_polymyxa_SC2
ppo	Bacteria	Firmicutes_-_Bacilli	Paenibacillus	Paenibacillus_polymyxa_M1
pms	Bacteria	Firmicutes_-_Bacilli	Paenibacillus	Paenibacillus_mucilaginosus_KNP414
pmq	Bacteria	Firmicutes_-_Bacilli	Paenibacillus	Paenibacillus_mucilaginosus_3016
pmw	Bacteria	Firmicutes_-_Bacilli	Paenibacillus	Paenibacillus_mucilaginosus_K02
pta	Bacteria	Firmicutes_-_Bacilli	Paenibacillus	Paenibacillus_terrae
tco	Bacteria	Firmicutes_-_Bacilli	Thermobacillus	Thermobacillus_composti
aac	Bacteria	Firmicutes_-_Bacilli	Alicyclobacillus	Alicyclobacillus_acidocaldarius_subsp._acidocaldarius_DSM_446
aad	Bacteria	Firmicutes_-_Bacilli	Alicyclobacillus	Alicyclobacillus_acidocaldarius_subsp._acidocaldarius_Tc-4-1
bts	Bacteria	Firmicutes_-_Bacilli	Kyrpidia	Kyrpidia_tusciae
siv	Bacteria	Firmicutes_-_Bacilli	Solibacillus	Solibacillus_silvestris
lla	Bacteria	Firmicutes_-_Bacilli	Lactococcus	Lactococcus_lactis_subsp._lactis_IL1403
llk	Bacteria	Firmicutes_-_Bacilli	Lactococcus	Lactococcus_lactis_subsp._lactis_KF147
llt	Bacteria	Firmicutes_-_Bacilli	Lactococcus	Lactococcus_lactis_subsp._lactis_CV56
lls	Bacteria	Firmicutes_-_Bacilli	Lactococcus	Lactococcus_lactis_subsp._lactis_IO-1
lld	Bacteria	Firmicutes_-_Bacilli	Lactococcus	Lactococcus_lactis_subsp._lactis_KLDS_4.0325
llc	Bacteria	Firmicutes_-_Bacilli	Lactococcus	Lactococcus_lactis_subsp._cremoris_SK11
llm	Bacteria	Firmicutes_-_Bacilli	Lactococcus	Lactococcus_lactis_subsp._cremoris_MG1363
llr	Bacteria	Firmicutes_-_Bacilli	Lactococcus	Lactococcus_lactis_subsp._cremoris_A76
lln	Bacteria	Firmicutes_-_Bacilli	Lactococcus	Lactococcus_lactis_subsp._cremoris_NZ9000
lli	Bacteria	Firmicutes_-_Bacilli	Lactococcus	Lactococcus_lactis_subsp._cremoris_UC509.9
llw	Bacteria	Firmicutes_-_Bacilli	Lactococcus	Lactococcus_lactis_subsp._cremoris_KW2
lgr	Bacteria	Firmicutes_-_Bacilli	Lactococcus	Lactococcus_garvieae_ATCC_49156
lgv	Bacteria	Firmicutes_-_Bacilli	Lactococcus	Lactococcus_garvieae_Lg2
spy	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pyogenes_SF370_(serotype_M1)
spz	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pyogenes_MGAS5005_(serotype_M1)
spym	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pyogenes_M1_476_(serotype_M1)
spm	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pyogenes_MGAS8232_(serotype_M18)
spg	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pyogenes_MGAS315_(serotype_M3)
sps	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pyogenes_SSI-1_(serotype_M3)
sph	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pyogenes_MGAS10270_(serotype_M2)
spi	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pyogenes_MGAS10750_(serotype_M4)
spj	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pyogenes_MGAS2096_(serotype_M12)
spk	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pyogenes_MGAS9429_(serotype_M12)
spf	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pyogenes_Manfredo_(serotype_M5)
spa	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pyogenes_MGAS10394_(serotype_M6)
spb	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pyogenes_MGAS6180_(serotype_M28)
stg	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pyogenes_MGAS15252_(serotype_M59)
soz	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pyogenes_NZ131_(serotype_M49)
stz	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pyogenes_Alab49_(serotype_M53)
stx	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pyogenes_MGAS1882
spya	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pyogenes_A20
spyh	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pyogenes_HSC5
spn	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_TIGR4_(virulent_serotype_4)
spd	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_D39_(virulent_serotype_2)
spr	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_R6_(avirulent)
spw	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_CGSP14_(serotype_14)
spx	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_G54_(serotype_19F)
sne	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_ATCC_700669_(serotype_23F_ST81_lineage)
spv	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_Hungary19A_6
snm	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_70585
sjj	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_JJA
spp	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_P1031
snt	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_Taiwan19F-14
snc	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_TCH8431/19A
snb	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_670-6B
snp	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_AP200
sni	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_INV104
snv	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_INV200
snx	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_OXC141
snd	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_ST556
snu	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_SPNA45
spng	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_gamPNI0373
spne	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_SPN034156
spnu	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_SPN034183
spnm	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_SPN994038
spno	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_SPN994039
spnn	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pneumoniae_A026
sag	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_agalactiae_2603_(serotype_V)
san	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_agalactiae_NEM316_(serotype_III)
sak	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_agalactiae_A909_(serotype_Ia)
sgc	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_agalactiae_GD201008-001_(serotype_Ia)
sags	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_agalactiae_SA20-06
sagl	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_agalactiae_2-22_(serotype_Ib)
sagm	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_agalactiae_09mas018883
sagi	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_agalactiae_ILRI005
sagr	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_agalactiae_ILRI112
smu	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_mutans_UA159
smc	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_mutans_NN2025
smj	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_mutans_LJ23
smut	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_mutans_GS-5
stc	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_thermophilus_CNRZ1066
stl	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_thermophilus_LMG18311
ste	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_thermophilus_LMD-9
stn	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_thermophilus_ND03
stu	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_thermophilus_JIM_8232
stw	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_thermophilus_MN-ZLW-002
ssa	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_sanguinis
ssu	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_suis_05ZYH33
ssv	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_suis_98HAH33
ssb	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_suis_BM407
ssi	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_suis_P1/7
sss	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_suis_SC84
sst	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_suis_ST3
ssf	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_suis_A7
ssk	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_suis_D12
ssq	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_suis_D9
ssw	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_suis_GZ1
sui	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_suis_JS14
suo	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_suis_SS12
srp	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_suis_ST1
sup	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_suis_S735
ssus	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_suis_SC070731
ssut	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_suis_TL13
ssui	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_suis_T15
sgo	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_gordonii
seq	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_equi_subsp._zooepidemicus_H70
sez	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_equi_subsp._zooepidemicus_MGCS10565
sezo	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_equi_subsp._zooepidemicus_ATCC_35246
seu	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_equi_subsp._equi_4047
sub	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_uberis
sds	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_dysgalactiae_subsp._equisimilis_GGS_124
sdg	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_dysgalactiae_subsp._equisimilis_ATCC_12394
sda	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_dysgalactiae_subsp._equisimilis_RE378
sdc	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_dysgalactiae_subsp._equisimilis_AC-2713
sdq	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_dysgalactiae_subsp._equisimilis_167
sga	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_gallolyticus_UCN34
sgg	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_gallolyticus_subsp._gallolyticus_ATCC_BAA-2069
sgt	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_gallolyticus_subsp._gallolyticus_ATCC_43143
smb	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_mitis_B6
sor	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_oralis
stk	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_parauberis
stb	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pasteurianus
scp	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_parasanguinis_ATCC_15912
scf	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_parasanguinis_FW213
ssr	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_salivarius_CCHSS3
stf	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_salivarius_57.I
stj	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_salivarius_JIM8777
std	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_pseudopneumoniae
smn	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_macedonicus
sif	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_infantarius
sie	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_intermedius_JTH08
sib	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_intermedius_B196
siu	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_intermedius_C270
sang	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_anginosus_C1051
sanc	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_anginosus_C238
scg	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_constellatus_subsp._pharyngis_C1050
scon	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_constellatus_subsp._pharyngis_C232
scos	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_constellatus_subsp._pharyngis_C818
soi	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_oligofermentans
sik	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_iniae
slu	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_lutetiensis
sig	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_sp._I-G2
sip	Bacteria	Firmicutes_-_Bacilli	Streptococcus	Streptococcus_sp._I-P16
lpl	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_plantarum_WCFS1
lpj	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_plantarum_JDM1
lpt	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_plantarum_ZJ316
lps	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_plantarum_subsp._plantarum_ST-III
lpr	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_plantarum_subsp._plantarum_P-8
lpz	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_plantarum_16
ljo	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_johnsonii_NCC_533
ljf	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_johnsonii_FI9785
ljh	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_johnsonii_DPC_6026
lac	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_acidophilus_NCFM
lai	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_acidophilus_30SC
lad	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_acidophilus_La-14
lsa	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_sakei
lsl	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_salivarius_UCC118
lsi	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_salivarius_CECT_5713
ldb	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_delbrueckii_subsp._bulgaricus_ATCC_11842
lbu	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_delbrueckii_subsp._bulgaricus_ATCC_BAA-365
lde	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_delbrueckii_subsp._bulgaricus_ND02
ldl	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_delbrueckii_subsp._bulgaricus_2038
lbr	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_brevis_ATCC_367
lbk	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_brevis_KB290
lca	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_casei_ATCC_334
lcb	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_casei_BL23
lcz	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_casei_Zhang
lcs	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_casei_BD-II
lce	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_casei_LC2W
lcw	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_casei_W56
lcl	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_casei_LOCK919
lga	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_gasseri
lre	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_reuteri_DSM_20016
lrf	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_reuteri_JCM_1112
lru	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_reuteri_SD2112
lrt	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_reuteri_I5007
lrr	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_reuteri_TD1
lhe	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_helveticus_DPC_4571
lhl	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_helveticus_H10
lhr	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_helveticus_R0052
lhv	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_helveticus_CNRZ32
lfe	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_fermentum_IFO_3956
lfr	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_fermentum_CECT_5716
lff	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_fermentum_F-6
lrh	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_rhamnosus_GG
lrg	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_rhamnosus_GG
lrl	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_rhamnosus_Lc_705
lra	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_rhamnosus_ATCC_8530
lro	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_rhamnosus_LOCK900
lrc	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_rhamnosus_LOCK908
lcr	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_crispatus
lam	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_amylovorus_GRL_1112
lay	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_amylovorus_GRL1118
lbh	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_buchneri_NRRL_B-30929
lbn	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_buchneri_CD034
lke	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_kefiranofaciens
lrm	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_ruminis
lsn	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_sanfranciscensis
lpi	Bacteria	Firmicutes_-_Bacilli	Lactobacillus	Lactobacillus_paracasei
ppe	Bacteria	Firmicutes_-_Bacilli	Pediococcus	Pediococcus_pentosaceus
pce	Bacteria	Firmicutes_-_Bacilli	Pediococcus	Pediococcus_claussenii
efa	Bacteria	Firmicutes_-_Bacilli	Enterococcus	Enterococcus_faecalis_V583
efl	Bacteria	Firmicutes_-_Bacilli	Enterococcus	Enterococcus_faecalis_62
efi	Bacteria	Firmicutes_-_Bacilli	Enterococcus	Enterococcus_faecalis_OG1RF
efd	Bacteria	Firmicutes_-_Bacilli	Enterococcus	Enterococcus_faecalis_D32
efs	Bacteria	Firmicutes_-_Bacilli	Enterococcus	Enterococcus_faecalis_Symbioflor_1
efc	Bacteria	Firmicutes_-_Bacilli	Enterococcus	Enterococcus_faecium_Aus0004
efau	Bacteria	Firmicutes_-_Bacilli	Enterococcus	Enterococcus_faecium_Aus0085
efu	Bacteria	Firmicutes_-_Bacilli	Enterococcus	Enterococcus_faecium_DO
efm	Bacteria	Firmicutes_-_Bacilli	Enterococcus	Enterococcus_faecium_NRRL_B-2354
ehr	Bacteria	Firmicutes_-_Bacilli	Enterococcus	Enterococcus_hirae
ene	Bacteria	Firmicutes_-_Bacilli	Enterococcus	Enterococcus_sp._7L76
ecas	Bacteria	Firmicutes_-_Bacilli	Enterococcus	Enterococcus_casseliflavus
mps	Bacteria	Firmicutes_-_Bacilli	Melissococcus	Melissococcus_plutonius_ATCC_35311
mpx	Bacteria	Firmicutes_-_Bacilli	Melissococcus	Melissococcus_plutonius_DAT561
thl	Bacteria	Firmicutes_-_Bacilli	Tetragenococcus	Tetragenococcus_halophilus
ooe	Bacteria	Firmicutes_-_Bacilli	Oenococcus	Oenococcus_oeni
lme	Bacteria	Firmicutes_-_Bacilli	Leuconostoc	Leuconostoc_mesenteroides_subsp._mesenteroides_ATCC_8293
lmm	Bacteria	Firmicutes_-_Bacilli	Leuconostoc	Leuconostoc_mesenteroides_subsp._mesenteroides_J18
lci	Bacteria	Firmicutes_-_Bacilli	Leuconostoc	Leuconostoc_citreum
lki	Bacteria	Firmicutes_-_Bacilli	Leuconostoc	Leuconostoc_kimchii
lgs	Bacteria	Firmicutes_-_Bacilli	Leuconostoc	Leuconostoc_gasicomitatum
lec	Bacteria	Firmicutes_-_Bacilli	Leuconostoc	Leuconostoc_sp._C2
lcn	Bacteria	Firmicutes_-_Bacilli	Leuconostoc	Leuconostoc_carnosum
lge	Bacteria	Firmicutes_-_Bacilli	Leuconostoc	Leuconostoc_gelidum
aur	Bacteria	Firmicutes_-_Bacilli	Aerococcus	Aerococcus_urinae
crn	Bacteria	Firmicutes_-_Bacilli	Carnobacterium	Carnobacterium_sp._17-4
cml	Bacteria	Firmicutes_-_Bacilli	Carnobacterium	Carnobacterium_maltaromaticum
caw	Bacteria	Firmicutes_-_Bacilli	Carnobacterium	Carnobacterium_sp._WN1359
wko	Bacteria	Firmicutes_-_Bacilli	Weissella	Weissella_koreensis
cac	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_acetobutylicum_ATCC_824
cae	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_acetobutylicum_DSM_1731
cay	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_acetobutylicum_EA_2018
cpe	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_perfringens_13
cpf	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_perfringens_ATCC_13124
cpr	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_perfringens_SM101
ctc	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_tetani_E88
cno	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_novyi
cth	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_thermocellum_ATCC_27405
ctx	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_thermocellum_DSM_1313
cbo	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_botulinum_A_ATCC_3502
cba	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_botulinum_A_ATCC_19397
cbh	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_botulinum_A_Hall
cby	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_botulinum_A2
cbl	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_botulinum_A3_Loch_Maree
cbk	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_botulinum_B_Eklund_17B
cbb	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_botulinum_B1_Okra
cbi	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_botulinum_Ba4
cbn	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_botulinum_BKT015925
cbt	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_botulinum_E3
cbf	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_botulinum_F_Langeland
cbm	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_botulinum_F_230613
cbj	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_botulinum_H04402_065
cbe	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_beijerinckii
ckl	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_kluyveri_DSM_555
ckr	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_kluyveri_NBRC_12016
cpy	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_phytofermentans
cce	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_cellulolyticum
clj	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_ljungdahlii
csh	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_saccharolyticum_WM1
cso	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_cf._saccharolyticum_K10
ccb	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_cellulovorans
cls	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_sp._SY8519
clb	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_sp._BNL1100
ccl	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_clariflavum_DSM_19732
cad	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_acidurici
csr	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_saccharoperbutylacetonicum
cpas	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_pasteurianum
csb	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_saccharobutylicum
cah	Bacteria	Firmicutes_-_Clostridia	Clostridium	Clostridium_autoethanogenum
